Image;Detector;Descriptor;TTC_LiDAR;TTC_Cam;delta_TTC;
21;BRISK;BRIEF;6.82989;14.611;7.78112
22;BRISK;BRIEF;8.28608;29.5083;21.2223
23;BRISK;BRIEF;8.08251;12.3297;4.24719
24;BRISK;BRIEF;7.59761;15.4791;7.88144
25;BRISK;BRIEF;6.76237;16.7231;9.96075
26;BRISK;BRIEF;7.04661;16.2508;9.20419
27;BRISK;BRIEF;6.71428;20.3048;13.5906
28;BRISK;BRIEF;8.38611;20.2955;11.9094
29;BRISK;BRIEF;6.92093;16.0334;9.11249
30;BRISK;BRIEF;10.5285;16.5331;6.00456
31;BRISK;BRIEF;10.0655;17.6387;7.57316
32;BRISK;BRIEF;9.31616;14.7564;5.44029
33;BRISK;BRIEF;7.12001;15.2758;8.15582
34;BRISK;BRIEF;10.6472;12.7024;2.05521
35;BRISK;BRIEF;8.07823;14.1252;6.047
36;BRISK;BRIEF;9.679;18.1894;8.51036
37;BRISK;BRIEF;6.54697;14.142;7.595
38;BRISK;BRIEF;6.29294;15.1565;8.86359
39;BRISK;BRIEF;6.93814;9.62025;2.68211
40;BRISK;BRIEF;5.75891;9.68184;3.92293
41;BRISK;BRIEF;5.72358;13.8457;8.12214
42;BRISK;BRIEF;6.1889;13.8403;7.65137
43;BRISK;BRIEF;6.8625;13.0777;6.21518
44;BRISK;BRIEF;5.57932;10.4546;4.87524
45;BRISK;BRIEF;6.83427;14.8323;7.998
46;BRISK;BRIEF;7.74264;9.1317;1.38906
47;BRISK;BRIEF;8.4873;10.2268;1.73955
48;BRISK;BRIEF;8.70747;19.016;10.3085
49;BRISK;BRIEF;19.9654;17.9791;1.98631
50;BRISK;BRIEF;10.3363;15.2967;4.96035
51;BRISK;BRIEF;19.6741;24.5911;4.91696
52;BRISK;BRIEF;30.0669;39.4434;9.37644
53;BRISK;BRIEF;20.3997;114.86;94.4607
54;BRISK;BRIEF;-49.965;6242.47;6292.43
55;BRISK;BRIEF;-50.0676;-148.387;98.319
56;BRISK;BRIEF;29.9403;146.208;116.268
57;BRISK;BRIEF;448.818;236.044;212.774
58;BRISK;BRIEF;-112.345;-669.789;557.444
59;BRISK;BRIEF;64.1003;1821.46;1757.36
60;BRISK;BRIEF;-149.678;549.659;699.336
61;BRISK;BRIEF;-64.2388;262.88;327.118
62;BRISK;BRIEF;89.8379;-2655.95;2745.79
63;BRISK;BRIEF;112.195;-1555.29;1667.48
64;BRISK;BRIEF;448.733;552.857;104.125
65;BRISK;BRIEF;-40.8903;861.63;902.52
66;BRISK;BRIEF;34.5;-3347.23;3381.73
67;BRISK;BRIEF;-112.233;-720.886;608.653
68;BRISK;BRIEF;-224.513;641.207;865.72
69;BRISK;BRIEF;448.818;-1472.08;1920.9
70;BRISK;BRIEF;nan;-3746.01;nan
71;BRISK;BRIEF;224.416;1976.09;1751.68
72;BRISK;BRIEF;-112.295;1423;1535.29
73;BRISK;BRIEF;449.133;-68162;68611.1
74;BRISK;BRIEF;448.818;-3757.49;4206.31
75;BRISK;BRIEF;448.933;2008.95;1560.02
76;BRISK;BRIEF;-224.513;-2176.02;1951.5
77;BRISK;BRIEF;-0.129599;-2052;2051.87
1;AKAZE;AKAZE;12.5156;12.9538;0.438172
2;AKAZE;AKAZE;12.6142;14.7811;2.16683
3;AKAZE;AKAZE;14.091;13.3263;0.764713
4;AKAZE;AKAZE;16.6894;15.1728;1.51659
5;AKAZE;AKAZE;15.9082;17.1461;1.23785
6;AKAZE;AKAZE;12.6787;15.0881;2.4094
7;AKAZE;AKAZE;12.1762;15.8192;3.64301
8;AKAZE;AKAZE;13.1258;14.8506;1.72476
9;AKAZE;AKAZE;13.0258;15.3249;2.29905
10;AKAZE;AKAZE;11.1761;12.2793;1.10316
11;AKAZE;AKAZE;12.5915;12.9177;0.326203
12;AKAZE;AKAZE;9.07162;11.5626;2.49098
13;AKAZE;AKAZE;9.82975;11.2919;1.46216
14;AKAZE;AKAZE;9.59863;10.7533;1.15469
15;AKAZE;AKAZE;8.57352;10.6725;2.09899
16;AKAZE;AKAZE;9.64795;10.7931;1.1451
17;AKAZE;AKAZE;9.68194;9.47281;0.209129
18;AKAZE;AKAZE;8.40119;9.32856;0.927366
19;AKAZE;AKAZE;8.62025;9.4606;0.840351
20;AKAZE;AKAZE;7.63865;9.27828;1.63963
21;AKAZE;AKAZE;6.82989;8.93249;2.10261
22;AKAZE;AKAZE;8.28608;8.1657;0.120377
23;AKAZE;AKAZE;8.08251;9.8022;1.71969
24;AKAZE;AKAZE;7.59761;9.21785;1.62024
25;AKAZE;AKAZE;6.76237;9.22184;2.45947
26;AKAZE;AKAZE;7.04661;9.15512;2.10851
27;AKAZE;AKAZE;6.71428;10.2134;3.49911
28;AKAZE;AKAZE;8.38611;8.46122;0.0751075
29;AKAZE;AKAZE;6.92093;9.46117;2.54023
